station_id,station_name,city,state,lat,lon,timestamp,PM2.5,PM10,NO2,SO2,CO,O3,NH3,reported_aqi,reported_aqi_category,reported_dominant_pollutant,aqi_is_valid,aqi_quality_flag,temperature_2m,relative_humidity_2m,rain,wind_speed_10m,cloud_cover,weather_trapping_score,weather_trapping_category,landuse_type_proxy,landuse_data_source,urban_pressure_score,road_density_proxy,environmental_risk_score,pm10_pm25_ratio,pm25_pm10_ratio,no2_co_ratio,o3_no2_ratio,source_score_vehicular_traffic,source_score_industrial_combustion,source_score_construction__road_dust,source_score_biomass__fine_particle_combustion,source_score_photochemical_smog,primary_pollution_source,primary_source_score,secondary_source_score,source_score_gap,source_attribution_confidence,source_attribution_confidence_category,source_evidence,landuse_source_alignment,recommended_intervention,notebook_03_processed_time,forecast_reference_timestamp,forecast_aqi_next,forecast_aqi_p10,forecast_aqi_p50,forecast_aqi_p90,forecast_category,current_aqi,current_aqi_category,forecast_aqi_category,forecast_aqi_change,forecast_trend,satellite_aerosol_proxy_score,satellite_aerosol_proxy_category,satellite_data_source,dispersion_index,dispersion_category,health_exposure_risk_score,health_exposure_risk_category,forecast_hotspot_risk_score,forecast_hotspot_risk_category,intervention_urgency_score,intervention_urgency_category,is_current_hotspot,is_forecast_hotspot,is_emerging_hotspot,hotspot_status,advanced_priority_score,advanced_priority_category,advanced_priority_rank,advanced_data_quality_flag,advanced_layer_note
uttar_pradesh__ghaziabad__indirapuram_ghaziabad_uppcb,"Indirapuram, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,28.646233,77.358075,2026-07-16 05:00:00,73.0,173.0,38.0,17.0,46.0,17.0,10.0,475.09,Severe,CO,True,Valid AQI,36.4,40,0.0,9.6,5,55.43,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,70.13,2.3698630136986303,0.4219653179190751,0.8260869565217391,0.4473684210526316,54.42,27.79,48.5,36.19,49.27,Vehicular traffic,54.42,49.27,5.15,39.64,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",2026-07-16 10:55:13,2026-07-16 04:00:00,482.94121880434494,432.3674890945947,482.94121880434494,500.0,Severe,475.09,Severe,Severe,7.851218804344967,Stable,42.79,Moderate,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,38.45,Low,72.05,High,71.84,High,59.42,Moderate,1,1,0,Critical forecast hotspot,61.29,High,49,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
delhi__delhi__burari_crossing_delhi_iitm,"Burari Crossing, Delhi - IITM",Delhi,Delhi,28.7256504,77.2011573,2026-07-16 05:00:00,71.0,136.0,18.0,,53.0,29.0,,500.0,Severe,CO,True,Valid AQI,35.5,45,0.0,9.9,3,56.53,Moderate trapping,Traffic / commercial proxy,Proxy from station/city naming,65,85,78.48,1.9154929577464788,0.5220588235294118,0.3396226415094339,1.6111111111111112,59.56,0.0,50.57,28.27,48.29,Vehicular traffic,59.56,50.57,8.99,44.39,Moderate confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",2026-07-16 10:55:13,2026-07-16 04:00:00,499.9991773770601,449.42544766730987,499.9991773770601,500.0,Severe,500.0,Severe,Severe,-0.0008226229398928808,Stable,36.28,Low,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,39.47,Low,74.12,High,72.54,High,59.15,Moderate,1,1,0,Critical forecast hotspot,61.24,High,50,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
delhi__delhi__nsit_dwarka_delhi_cpcb,"NSIT Dwarka, Delhi - CPCB",Delhi,Delhi,28.60909,77.0325413,2026-07-16 05:00:00,101.0,74.0,39.0,,46.0,33.0,7.0,475.09,Severe,CO,True,Valid AQI,35.4,45,0.0,10.6,5,55.46,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,70.15,0.7326732673267327,1.364864864864865,0.8478260869565217,0.8461538461538461,54.68,0.0,36.08,45.78,50.39,Vehicular traffic,54.68,50.39,4.29,39.56,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",2026-07-16 10:55:13,2026-07-16 04:00:00,499.4592129984306,448.8854832886804,499.4592129984306,500.0,Severe,475.09,Severe,Severe,24.369212998430612,Stable,36.79,Low,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,37.74,Low,74.49,High,72.33,High,58.95,Moderate,1,1,0,Critical forecast hotspot,61.07,High,51,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
uttar_pradesh__meerut__jai_bhim_nagar_meerut_uppcb,"Jai Bhim Nagar, Meerut - UPPCB",Meerut,Uttar Pradesh,28.9535882,77.7622941,2026-07-16 05:00:00,44.0,123.0,21.0,4.0,64.0,11.0,6.0,500.0,Severe,CO,True,Valid AQI,33.8,61,0.0,9.2,2,63.58,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,55.11,2.7954545454545454,0.3577235772357723,0.328125,0.5238095238095238,17.57,14.29,28.74,38.27,34.92,Biomass / fine-particle combustion,38.27,34.92,3.35,27.79,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence; high weather trapping,Partially aligned,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",2026-07-16 10:55:13,2026-07-16 04:00:00,499.9991231559984,449.4253934462481,499.9991231559984,500.0,Severe,500.0,Severe,Severe,-0.0008768440015956003,Stable,31.83,Low,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,48.88,Moderate,70.04,High,73.19,High,59.11,Moderate,1,1,0,Critical forecast hotspot,61.06,High,52,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
uttar_pradesh__ghaziabad__loni_ghaziabad_uppcb,"Loni, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,28.757294,77.278792,2026-07-16 05:00:00,76.0,207.0,37.0,21.0,43.0,18.0,5.0,456.42,Severe,CO,True,Valid AQI,36.0,42,0.0,10.3,6,55.0,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,68.21,2.723684210526316,0.3671497584541063,0.8604651162790697,0.4864864864864865,53.58,28.74,52.96,35.26,48.73,Vehicular traffic,53.58,52.96,0.62,37.69,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",2026-07-16 10:55:13,2026-07-16 04:00:00,465.9679110703988,415.3941813606485,465.9679110703988,500.0,Severe,456.42,Severe,Severe,9.547911070398811,Stable,47.41,Moderate,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,37.46,Low,70.67,High,70.61,High,59.36,Moderate,1,1,0,Critical forecast hotspot,61.05,High,53,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
uttar_pradesh__ghaziabad__sanjay_nagar_ghaziabad_uppcb,"Sanjay Nagar, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,28.685382,77.453839,2026-07-16 05:00:00,79.0,185.0,47.0,15.0,34.0,10.0,15.0,400.0,Very Poor,CO,True,Valid AQI,34.4,53,0.0,9.6,4,60.11,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,65.09,2.3417721518987342,0.427027027027027,1.3823529411764706,0.2127659574468085,54.38,26.79,49.76,35.7,46.93,Vehicular traffic,54.38,49.76,4.62,39.45,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",2026-07-16 10:55:13,2026-07-16 04:00:00,458.8144457142855,408.2407160045352,458.8144457142855,500.0,Severe,400.0,Very Poor,Severe,58.81444571428551,Increasing,46.18,Moderate,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,44.32,Moderate,67.16,High,70.8,High,59.49,Moderate,1,1,1,Critical forecast hotspot,61.0,High,54,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
bihar__patna__drm_office_danapur_patna_bspcb,"DRM Office Danapur, Patna - BSPCB",Patna,Bihar,25.586562,85.043586,2026-07-16 05:00:00,44.0,80.0,32.0,6.0,36.0,12.0,9.0,412.83,Severe,CO,True,Valid AQI,32.7,69,0.0,8.6,86,76.0,High trapping,Dense urban proxy,Proxy from station/city naming,60,55,72.92,1.818181818181818,0.55,0.8888888888888888,0.375,50.95,21.04,37.27,37.47,39.04,Vehicular traffic,50.95,39.04,11.91,39.24,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",2026-07-16 10:55:13,2026-07-16 04:00:00,429.1637315458931,378.5900018361429,429.1637315458931,479.7374612556433,Severe,412.83,Severe,Severe,16.3337315458931,Stable,30.26,Low,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,71.6,High,64.31,High,67.68,High,59.97,Moderate,1,1,0,Critical forecast hotspot,60.96,High,55,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
delhi__delhi__sonia_vihar_delhi_dpcc,"Sonia Vihar, Delhi - DPCC",Delhi,Delhi,28.710508,77.249485,2026-07-16 05:00:00,75.0,159.0,9.0,4.0,57.0,8.0,14.0,500.0,Severe,CO,True,Valid AQI,36.0,42,0.0,10.3,6,55.0,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,72.27,2.12,0.4716981132075472,0.1578947368421052,0.8888888888888888,49.18,19.42,46.97,38.63,43.76,Vehicular traffic,49.18,46.97,2.21,35.09,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",2026-07-16 10:55:13,2026-07-16 04:00:00,499.94379959928233,449.3700698895321,499.94379959928233,500.0,Severe,500.0,Severe,Severe,-0.05620040071767107,Stable,37.04,Low,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,37.46,Low,73.89,High,72.35,High,58.77,Moderate,1,1,0,Critical forecast hotspot,60.88,High,56,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
chandigarh__chandigarh__sector_53_chandigarh_cpcc,"Sector-53, Chandigarh - CPCC",Chandigarh,Chandigarh,30.719859,76.738637,2026-07-16 05:00:00,37.0,39.0,30.0,3.0,48.0,11.0,21.0,487.55,Severe,CO,True,Valid AQI,32.8,63,0.0,4.0,13,74.82,High trapping,Industrial / mixed urban proxy,Proxy from station/city naming,35,30,67.17,1.054054054054054,0.9487179487179488,0.625,0.3666666666666666,24.71,36.73,20.51,32.7,37.88,Photochemical smog,37.88,36.73,1.15,26.86,Low confidence,O3 and temperature-related signal; urban photochemical formation likelihood,Partially aligned,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",2026-07-16 10:55:13,2026-07-16 04:00:00,465.22475701031374,414.6510273005635,465.22475701031374,500.0,Severe,487.55,Severe,Severe,-22.325242989686274,Stable,20.58,Low,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,67.92,High,68.0,High,70.15,High,59.14,Moderate,1,1,0,Critical forecast hotspot,60.69,High,57,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
bihar__purnia__mariam_nagar_purnia_bspcb,"Mariam Nagar, Purnia - BSPCB",Purnia,Bihar,25.366336,87.117468,2026-07-16 05:00:00,57.0,45.0,6.0,16.0,56.0,21.0,2.0,500.0,Severe,CO,True,Valid AQI,32.2,71,0.0,12.3,48,66.24,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,56.22,0.7894736842105263,1.2666666666666666,0.1071428571428571,3.5,12.21,15.25,19.05,44.66,30.09,Biomass / fine-particle combustion,44.66,30.09,14.57,35.63,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence; high weather trapping,Partially aligned,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",2026-07-16 10:55:13,2026-07-16 04:00:00,499.99923391155386,449.4255042018036,499.99923391155386,500.0,Severe,500.0,Severe,Severe,-0.0007660884461415662,Stable,24.6,Low,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,53.48,Moderate,70.67,High,72.11,High,58.45,Moderate,1,1,0,Critical forecast hotspot,60.43,High,58,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
gujarat__rajkot__mavdi_rajkot_nexteng_enviro,"Mavdi, Rajkot - Nexteng Enviro",Rajkot,Gujarat,22.248853,70.776774,2026-07-16 05:00:00,37.0,43.0,65.0,10.0,90.0,10.0,1.0,500.0,Severe,CO,True,Valid AQI,31.5,61,0.0,12.5,38,61.2,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,54.12,1.162162162162162,0.8604651162790697,0.7222222222222222,0.1538461538461538,33.81,27.87,19.42,44.88,35.64,Biomass / fine-particle combustion,44.88,35.64,9.24,34.19,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence; high weather trapping,Partially aligned,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",2026-07-16 10:55:13,2026-07-16 04:00:00,499.9996227569056,449.4258930471554,499.9996227569056,500.0,Severe,500.0,Severe,Severe,-0.00037724309441955484,Stable,32.75,Low,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,46.15,Moderate,69.09,High,72.9,High,58.38,Moderate,1,1,0,Critical forecast hotspot,60.37,High,59,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
uttar_pradesh__moradabad__jigar_colony_moradabad_uppcb,"Jigar Colony, Moradabad - UPPCB",Moradabad,Uttar Pradesh,28.856664,78.772638,2026-07-16 05:00:00,42.0,87.0,25.0,38.0,40.0,20.0,6.0,437.74,Severe,CO,True,Valid AQI,33.8,66,0.0,3.1,11,77.36,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,55.07,2.071428571428572,0.4827586206896552,0.625,0.8,13.93,24.69,21.13,39.14,36.25,Biomass / fine-particle combustion,39.14,36.25,2.89,28.26,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence; high weather trapping,Partially aligned,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",2026-07-16 10:55:13,2026-07-16 04:00:00,437.79872531817216,387.2249956084219,437.79872531817216,488.3724550279224,Severe,437.74,Severe,Severe,0.058725318172150764,Stable,26.6,Low,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,71.67,High,64.15,High,67.81,High,59.24,Moderate,1,1,0,Critical forecast hotspot,60.34,High,60,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
haryana__faridabad__sector_30_faridabad_hspcb,"Sector 30, Faridabad - HSPCB",Faridabad,Haryana,28.4417,77.3217,2026-07-16 05:00:00,85.0,117.0,38.0,3.0,50.0,12.0,11.0,500.0,Severe,CO,True,Valid AQI,35.4,45,0.0,12.0,12,53.63,Moderate trapping,Industrial / mixed urban proxy,Proxy from station/city naming,70,65,76.59,1.376470588235294,0.7264957264957265,0.76,0.3157894736842105,45.43,44.74,45.91,29.45,48.76,Photochemical smog,48.76,45.91,2.85,34.99,Low confidence,O3 and temperature-related signal; urban photochemical formation likelihood,Partially aligned,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",2026-07-16 10:55:13,2026-07-16 04:00:00,484.7534285474855,434.17969883773526,484.7534285474855,500.0,Severe,500.0,Severe,Severe,-15.246571452514502,Stable,38.58,Low,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,34.9,Low,74.29,High,70.88,High,58.25,Moderate,1,1,0,Critical forecast hotspot,60.31,High,61,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
karnataka__bengaluru__city_railway_station_bengaluru_kspcb,"City Railway Station, Bengaluru - KSPCB",Bengaluru,Karnataka,12.9756843,77.5660749,2026-07-16 05:00:00,,115.0,34.0,10.0,53.0,,,500.0,Severe,CO,True,Valid AQI,27.5,47,0.0,12.5,97,61.96,High trapping,Traffic / commercial proxy,Proxy from station/city naming,65,100,82.62,,,0.6415094339622641,,67.38,26.32,0.0,0.0,0.0,Vehicular traffic,67.38,26.32,41.06,59.48,Moderate confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",2026-07-16 10:55:13,2026-07-16 04:00:00,493.0612531057588,442.48752339600856,493.0612531057588,500.0,Severe,500.0,Severe,Severe,-6.938746894241206,Stable,29.13,Low,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,51.67,Moderate,68.27,High,72.37,High,58.35,Moderate,1,1,0,Critical forecast hotspot,60.25,High,62,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
punjab__jalandhar__civil_line_jalandhar_ppcb,"Civil Line, Jalandhar - PPCB",Jalandhar,Punjab,31.321907,75.578914,2026-07-16 05:00:00,46.0,77.0,32.0,14.0,41.0,45.0,4.0,443.96,Severe,CO,True,Valid AQI,33.6,57,0.0,2.7,1,73.77,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,54.15,1.673913043478261,0.5974025974025974,0.7804878048780488,1.40625,15.9,16.69,19.34,39.78,40.92,Photochemical smog,40.92,39.78,1.14,28.99,Low confidence,O3 and temperature-related signal; urban photochemical formation likelihood,Partially aligned,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",2026-07-16 10:55:13,2026-07-16 04:00:00,447.9628141981621,397.3890844884118,447.9628141981621,498.5365439079123,Severe,443.96,Severe,Severe,4.0028141981621275,Stable,27.9,Low,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,66.64,High,65.03,High,68.57,High,58.99,Moderate,1,1,0,Critical forecast hotspot,60.25,High,62,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
delhi__delhi__jawaharlal_nehru_stadium_delhi_dpcc,"Jawaharlal Nehru Stadium, Delhi - DPCC",Delhi,Delhi,28.58028,77.233829,2026-07-16 05:00:00,64.0,153.0,28.0,11.0,54.0,14.0,15.0,500.0,Severe,CO,True,Valid AQI,35.3,45,0.0,11.3,3,53.99,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,71.85,2.390625,0.4183006535947712,0.5185185185185185,0.5,53.43,24.92,47.14,36.01,46.28,Vehicular traffic,53.43,47.14,6.29,39.29,Low confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",2026-07-16 10:55:13,2026-07-16 04:00:00,499.9403384881712,449.366608778421,499.9403384881712,500.0,Severe,500.0,Severe,Severe,-0.05966151182877866,Stable,37.99,Low,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,35.19,Low,72.67,High,72.16,High,58.08,Moderate,1,1,0,Critical forecast hotspot,60.22,High,63,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
punjab__khanna__kalal_majra_khanna_ppcb,"Kalal Majra, Khanna - PPCB",Khanna,Punjab,30.736056,76.209694,2026-07-16 05:00:00,44.0,70.0,28.0,15.0,45.0,24.0,7.0,468.87,Severe,CO,True,Valid AQI,33.4,61,0.0,5.5,12,71.27,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,55.42,1.5909090909090908,0.6285714285714286,0.6222222222222222,0.8571428571428571,15.66,16.99,19.74,39.31,36.64,Biomass / fine-particle combustion,39.31,36.64,2.67,28.32,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence; high weather trapping,Partially aligned,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",2026-07-16 10:55:13,2026-07-16 04:00:00,466.0777375085159,415.50400779876566,466.0777375085159,500.0,Severe,468.87,Severe,Severe,-2.7922624914841094,Stable,25.76,Low,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,62.21,High,66.68,High,69.67,High,58.5,Moderate,1,1,0,Critical forecast hotspot,60.03,High,64,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
rajasthan__jaipur__sector_2_murlipura_jaipur_rspcb,"Sector-2 Murlipura, Jaipur - RSPCB",Jaipur,Rajasthan,26.960669,75.771817,2026-07-16 05:00:00,70.0,139.0,23.0,3.0,53.0,36.0,5.0,500.0,Severe,CO,True,Valid AQI,33.3,48,0.0,13.6,15,52.13,Moderate trapping,Industrial / mixed urban proxy,Proxy from station/city naming,70,65,75.96,1.9857142857142855,0.5035971223021583,0.4339622641509434,1.565217391304348,42.19,42.64,49.82,26.09,47.42,Construction / road dust,49.82,47.42,2.4,35.59,Low confidence,PM10-heavy particulate pattern; road dust / coarse-particle likelihood; high road-density proxy,Partially aligned,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",2026-07-16 10:55:13,2026-07-16 04:00:00,499.916302089142,449.34257237939175,499.916302089142,500.0,Severe,500.0,Severe,Severe,-0.08369791085800671,Stable,38.75,Low,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,32.03,Low,73.3,High,71.74,High,57.67,Moderate,1,1,0,Critical forecast hotspot,59.86,Moderate,65,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
delhi__delhi__anand_vihar_delhi_dpcc,"Anand Vihar, Delhi - DPCC",Delhi,Delhi,28.647622,77.315809,2026-07-16 05:00:00,138.0,334.0,49.0,9.0,31.0,4.0,7.0,382.43,Very Poor,CO,True,Valid AQI,36.2,41,0.0,10.2,4,54.61,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,61.16,2.420289855072464,0.4131736526946107,1.5806451612903225,0.0816326530612244,54.31,24.36,66.23,39.76,48.63,Construction / road dust,66.23,54.31,11.92,49.94,Moderate confidence,PM10-heavy particulate pattern; road dust / coarse-particle likelihood,Partially aligned,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",2026-07-16 10:55:13,2026-07-16 04:00:00,390.4863533333335,339.9126236235832,390.4863533333335,441.0600830430837,Very Poor,382.43,Very Poor,Very Poor,8.056353333333504,Stable,58.56,Moderate,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,36.89,Low,68.73,High,63.29,High,58.7,Moderate,1,1,0,Critical forecast hotspot,59.66,Moderate,66,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
maharashtra__chandrapur__chauhan_colony_chandrapur_mpcb,"Chauhan Colony, Chandrapur - MPCB",Chandrapur,Maharashtra,19.9629,79.298714,2026-07-16 05:00:00,58.0,91.0,12.0,17.0,51.0,17.0,2.0,500.0,Severe,CO,True,Valid AQI,32.3,58,0.0,16.6,89,57.78,Moderate trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,52.69,1.5689655172413792,0.6373626373626373,0.2352941176470588,1.4166666666666667,12.76,15.93,27.0,36.13,28.36,Biomass / fine-particle combustion,36.13,28.36,7.77,27.62,Low confidence,PM2.5-heavy fine-particle pattern; CO and stagnant-weather influence,Partially aligned,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",2026-07-16 10:55:13,2026-07-16 04:00:00,497.3492461184284,446.7755164086782,497.3492461184284,500.0,Severe,500.0,Severe,Severe,-2.6507538815715748,Stable,31.69,Low,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,42.66,Moderate,70.19,High,71.67,High,57.43,Moderate,1,1,0,Critical forecast hotspot,59.49,Moderate,67,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
delhi__delhi__mundka_delhi_dpcc,"Mundka, Delhi - DPCC",Delhi,Delhi,28.684678,77.076574,2026-07-16 05:00:00,67.0,189.0,85.0,8.0,41.0,2.0,7.0,443.96,Severe,CO,True,Valid AQI,35.0,46,0.0,10.6,2,55.53,Moderate trapping,Dense urban proxy,Proxy from station/city naming,60,55,67.28,2.82089552238806,0.3544973544973545,2.073170731707317,0.0235294117647058,65.4,31.52,51.28,33.89,51.49,Vehicular traffic,65.4,51.49,13.91,49.95,Moderate confidence,elevated NO2/CO signal; road-density or urban-pressure influence; traffic/commercial land-use proxy,Aligned,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",2026-07-16 10:55:13,2026-07-16 04:00:00,422.2570547848288,371.6833250750786,422.2570547848288,472.8307844945791,Severe,443.96,Severe,Severe,-21.702945215171155,Stable,50.74,Moderate,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,37.6,Low,67.03,High,66.56,High,57.74,Moderate,1,1,0,Critical forecast hotspot,59.09,Moderate,68,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
west_bengal__siliguri__ward_32_bapupara_siliguri_wbpcb,"Ward-32 Bapupara, Siliguri - WBPCB",Siliguri,West Bengal,26.6879226,88.4152495,2026-07-16 05:00:00,21.0,36.0,118.0,13.0,33.0,24.0,15.0,394.14,Very Poor,CO,True,Valid AQI,28.3,88,0.0,11.3,94,78.9,High trapping,General urban / semi-urban proxy,Proxy from station/city naming,15,20,51.65,1.7142857142857142,0.5833333333333334,3.575757575757576,0.2033898305084746,36.21,29.72,18.85,34.81,37.48,Photochemical smog,37.48,36.21,1.27,26.62,Low confidence,O3 and temperature-related signal; urban photochemical formation likelihood,Partially aligned,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",2026-07-16 10:55:13,2026-07-16 04:00:00,400.4990751587302,349.92534544897995,400.4990751587302,451.0728048684804,Severe,394.14,Very Poor,Severe,6.359075158730207,Stable,33.07,Low,Proxy derived from ground pollutants and meteorology; not direct satellite imagery,73.87,High,58.25,Moderate,64.98,High,58.36,Moderate,1,1,0,Critical forecast hotspot,59.02,Moderate,69,Usable,"Advanced intelligence layer combines real AQI, forecasted AQI, pollutant signals, meteorological dispersion, source attribution, and intervention scoring."
